"TmdbId","Id","Season Id","Season Number","Episode Number","Overview","Runtime","Still Path","Name"
"31910","761616","43379","7","145","Naruto, Sai, and Yamato escort Hotaru to the hidden village of the Tsuchigumo Clan. Upon arriving, however, the villagers don't seem so happy to see Hotaru. Elsewhere, after Utakata reflects upon the time he spent with her, he comes face to face with Akaboshi and his group.","25","/2I7iAuYg00Vwb2Dya5xihWVB9Gy.jpg","Successor of the Forbidden Jutsu"
"31910","761617","43379","7","146","As Naruto heads back to the Tsuchigumo Clan village, Akaboshi and his group find Hotaru with the help of Hotaru's uncle. Hotaru manages to escape but the ninja bandits surround her in the forest. Utakata comes to her aid and manages to take her and escape from the ninja bandits. Akaboshi and his group are about to chase after them until their boss arrives and reveals to them that Utakata is in the Hidden Mist Village's Bingo Book.","25","/n1MrjdOqi1OauhiJwdzVZGZsMAo.jpg","The Successor's Wish"
"31910","761618","43379","7","147","Naruto, Sai, and Yamato arrive to save Hotaru and Utakata from the attacking ninja who they discover are Anbu from the Hidden Mist Village. Yamato attempts to negotiate alone with the head of the Mist Anbu, Tsurugi, and after their discussion, Tsurugi talks to Utakata alone. Tsurugi attempts to convince Utakata to return to the Hidden Mist Village but the latter refuses and remembers the horrible pain he suffered at the hands of his former master.","25","/pyX4o0NzT5NHMjkBaloPLYmuj9P.jpg","Rogue Ninja's Past"
"31910","761619","43379","7","148","Naruto and his team, along with Hotaru and Utakata, return to Mount Katsuragi to plan their next move. Tonbei reveals a way to remove the forbidden jutsu from Hotaru's body which would result in the jutsu losing it's power. Hotaru states that if a man named Shiranami returned, the clan would be restored. Naruto decides to look for Shiranami within two days. Little do they know, the man they are looking for is actually the one after the forbidden jutsu. Meanwhile, Utakata wonders if Tsurugi spoke the truth about his master.","25","/eQhM3Q2zd57nieLF3SolVYIpO66.jpg","The Heir to Darkness"
"31910","761620","43379","7","150","While the rest of Team Kakashi holds back the possessed villagers and the ninja bandits, Naruto and Utakata go to save Hotaru. When they find her, they discover that Shiranami has activated the jutsu and Hotaru is also under Shiranami's control. Can Naruto and Utakata stop Shiranami and save Hotaru before the forbidden jutsu is fully charged?","25","/4DgxcdSYA5WRjMMHF5UTmvwgOJL.jpg","The Forbidden Jutsu Released"
"31910","761621","43379","7","149","Naruto manages to find Shiranami's location but he discovers that the Shiranami he found was actually the ninja bandits disguised as him. Hotaru finds the real Shiranami where the latter convinces Hotaru not to have the forbidden jutsu removed, and takes her back to the Tsuchigumo Village. After Naruto is saved by Utakata from the ninja bandits, the two return to the Tsuchigumo Village, where they find that Shiranami has everyone in the village under his control.","25","/f70RcT4jl9lSchZurHxsTEChnjX.jpg","Parting"
"31910","761622","43379","7","151","After the peformance of the forbidden jutsu, Hotaru is horrified to see the damage the jutsu has done. Shiranami then notices the forbidden jutsu overflowing with chakra and the fact that it would destroy itself along with Hotaru. While Naruto chases the fleeing Shiranami, Utakata tries to save Hotaru using the hidden power within him. Can Utakata save Hotaru?","25","/qTypCsMzxQh0fc1ya4vmpyXfNbt.jpg","Master and Student"
"31910","761623","43380","8","152","Team Kakashi returns to the Hidden Leaf Village after completing their mission. As Naruto thinks back to the talk he had with Itachi, he's summoned by Tsunade, where he discovers shocking news regarding Jiraiya.","25","/fQy5LVIYzMO2LWAn82YHcRLGUpz.jpg","Somber News"
"31910","761624","43380","8","153","Shikamaru tries to decipher the dying message Jiraiya left before his death but cannot figure out what it says. Shikamaru asks for Naruto's help, thinking he might know the code. Can the saddened Naruto decipher Jiraiya's dying message?","25","/vp1IKTYeeIgo08NMvGLfbvCfHV1.jpg","Following the Master's Shadow"
"31910","761625","43380","8","155","After reading Jiraiya's first book, Naruto becomes more determined than ever to complete his training. Elsewhere, the angered Raikage plans to call all of the kage together for a meeting.","25","/8pAl5NYIOJdVPyFIidrTO5ukW5F.jpg","The First Challenge"
"31910","761626","43380","8","154","The code Jiraiya left behind is finally deciphered, but what exactly does it mean? Meanwhile, Naruto continues his training.","25","/zrbQiHfZR7MAlTNmtYqP0WXlp6F.jpg","Decryption"
"31910","761627","43380","8","157","The Akatsuki Leader, Pain, begins his invasion of the Hidden Leaf Village. The Leaf ninja assemble to protect Naruto's whereabouts, but when Pain targets Iruka, Kakashi must face off against him.","25","/5G4612ixdbw3FeXX4oesk9yDNgu.jpg","Assault on the Leaf Village!"
"31910","761628","43380","8","156","Naruto succeeds in mastering his Sage Mode, taking it farther than even Jiraiya could. Things aren't looking so great for Konoha, however, as Pain prepares to make his move.","25","/nBH9IJAHHFemLIB0S4PNrQqka1q.jpg","Surpassing the Master"
"31910","761629","43380","8","158","Tsunade issues an order to call Naruto back to the village, but the elders do not trust her judgment on this issue. While Tsunade tries to convince them and prepares to join the battle herself, Kakashi fights Pain in an effort to figure out his abilities.","25","/qTcG2VUOlu4D0QSy8p0tFQvUzJZ.jpg","Power to Believe"
"31910","761630","43380","8","159","Kakashi continues to fight against Pain. With the arrival of Chouji and Chouza, things start looking up, but Pain's not out of tricks just yet.","25","/xaM20oKDdYp5GASAmR2XbdlJCcF.jpg","Pain vs. Kakashi"
"31910","761631","43380","8","160","When Kakashi falls against Pain, the situation only grows worse for Konoha. Shizune and Inoichi are close to unraveling the mystery of Pain, but when the Animal and Human paths of Pain appear before them, can they escape with the truth about Pain?","25","/5fzNjcc77xQ6C0wjRJ5e950uK0z.jpg","Mystery of Pain"
"31910","761632","43380","8","161","Ebisu protects Konohamaru from Pain and refuses to divulge any information about Naruto. Ebisu is willing to give up his life in order to protect both Naruto and Konohamaru. Konohamaru isn't about to let his teacher throw his life away, but what can he possibly do against Pain?","25","/AdNOvP39wJcDa6tkaPcrT76YCjE.jpg","Surname Is Sarutobi. Given Name, Konohamaru!"
"31910","761633","43380","8","162","Pain confronts Tsunade and questions her about Naruto's whereabouts. Tsunade argues with Pain about his motives, but Pain soon gets the info he needs from another source. Before preparing to depart, Pain unleashes a devastating attack on the village! Meanwhile, Naruto prepares to return to the Leaf Village, but he may be too late.","25","/vywLiwhCwV3CSyinKzwmljL5L1A.jpg","Pain to the World"
"31910","761634","43380","8","163","Naruto returns and discovers that the village has been devastated by Pain's Shinra Tensei attack. Naruto requests that everyone stays back as he prepares to take on all six paths of Pain at once.","25","/sLMENh6CdYhWv99r7fkkM9g6Kvi.jpg","Explode! Sage Mode"
"31910","761635","43380","8","164","Naruto successfully begins taking out Pain's bodies one after another, but when his Sage Mode reaches its limit, Pain attempts to take control of the battle. Is the moment of Pain's victory at hand, or does Naruto have a plan?","25","/zJx4HNhRHuezCGIVFDn3uwW0nXb.jpg","Danger! Sage Mode Limit Reached"
"31910","761636","43380","8","165","Pain's God Realm finally enters the battle. As Naruto's toad allies fall one by one, the situation begins to look grim. Can Naruto defeat Pain?","25","/ejnSRdNTLAkzaUTROSYQvinrG33.jpg","Nine-Tails, Captured!"
"31910","761637","43380","8","166","As Pain tells Naruto about why he does what he does, Hinata appears on the scene and confesses her feelings to Naruto. In order to save him, she attacks Pain... Things are about to get messy and Naruto is about to go over the edge!","25","/hfq7gnNl6qdiStHA4Yh4g3j96Bd.jpg","Confessions"
"31910","761638","43380","8","167","Naruto's rage pushes him to unleash six of the Kyubi's tails against Pain. In order to combat this menace, Pain is forced to rely upon his most powerful technique to stop Naruto. Will Pain succeed in defeating Naruto, or will the most unexpected of allies appear to calm Naruto down?","25","/enKVEjxnAlan27u5NU97tRDOSl6.jpg","Planetary Devastation"
"31910","761639","43380","8","168","The Fourth Hokage appears in Naruto's mind and prevents him from foolishly setting the Kyubi free. Will this confrontation between father and son give Naruto the confidence he needs to stop Pain once and for all?","25","/hIB0A0TkpwXKcZy0xLmmS9lUlGe.jpg","The Fourth Hokage"
"31910","761640","43380","8","169","Naruto confronts Nagato and tells him that he'll give him the answer to the question Pain asked him earlier after he hears about what made Nagato turn to his evil ways. What is Naruto's answer, and what conclusion will Nagato reach?","25","/pnMtDhkrrvEjYhIYvnpu1V0uZox.jpg","The Two Students"
"31910","761641","43380","8","170","The Fourth Hokage, Minato Namikaze, left behind his legacy before he passed away. Naruto, Sakura, and Sasuke attempt to find Minato's legacy before the other shinobi teams can get to it.","25","/iNVrPCWmID2h4xjzO1HDtvZteac.jpg","Big Adventure! The Quest for the Fourth Hokage's Legacy ~ Part 1"
"31910","761642","43380","8","171","Naruto, Sakura, Shikamaru, Ino, and Choji continue to search for the Fourth Hokage's Legacy while chasing off some unexpected visitors.","25","/p4SooI9J93ZU1Nzfo9xJYzzZNub.jpg","Big Adventure! The Quest for the Fourth Hokage's Legacy ~ Part 2"
"31910","761643","43380","8","173","Nagato reveals the truth about what happened to Yahiko and what made him disregard Jiraiya's ideals. With his story done, he demands to hear Naruto's answers. Will Naruto's answer be enough to convince Nagato to stop his evil plans, or will Naruto be forced to kill Nagato?","25","/aVBUUj70LejeLOpJHIvgLfx03An.jpg","Origin of Pain"
"31910","761644","43380","8","172","Nagato tells Naruto about how he met Yahiko and Konan and later came to be Jiraiya's disciple.","25","/5pXbIc9hVXrFYToaxK8Rx7UqLcD.jpg","Meeting"
"31910","761645","43380","8","174","With Nagato's story done, Naruto tells him his answer, declaring that he won't abandon the legacy of his master, and he'll keep striving for peace no matter what pain he's put through. Nagato reflects on what Naruto says, thinking back to his final days as one of Jiraiya's students. How will Nagato ultimately respond to Naruto's answer?","25","/joyTrrO0LNTDi3QLxHTkiwRqrtN.jpg","The Tale of Naruto Uzumaki"
"31910","761646","43380","8","175","Deciding to believe in Naruto, Nagato uses the Gedo Art: Rinne Rebirth jutsu, expending the last of his chakra, and thus giving his life, to revive every person in the village who died in the attack, saying that it's the least he can do. With Nagato dead, Konan leaves Akatsuki, taking Nagato and Pain's God Realm (who is actually the body of Yahiko) with her, parting with Naruto saying that since Nagato believed in him to achieve true peace, she will as well. As Naruto returns to the Leaf, he is astonished to find the entire village awaiting his return, hailing him as a true hero. After all these years, Naruto has finally received the acknowledgment he's always wanted.","25","/dZyOizROq6WZ9dP0y5vTCyI6Ht1.jpg","The Hero of the Hidden Leaf"
"31910","761647","43381","9","176","In the aftermath of the destruction of the Leaf Village, Iruka thinks back to the time when the Third Hokage first gave him the task of being Naruto's homeroom teacher at the Academy, since no one else would take him in.","25","/cBwmVioMYZrInqO6sBQcXgRKvxS.jpg","Rookie Instructor Iruka"
"31910","761648","43381","9","177","Iruka struggles to deal with his hate for the Nine-Tailed Fox inside Naruto as he tries to connect with Naruto after seeing him shunned by his peers.","25","/of9SJDTmKwoyBGhhbJWQqo1QtKV.jpg","Iruka's Ordeal"
"31910","761649","43381","9","178","After discovering a kunai knife with a secret message on it, Naruto winds up being pursued by three kunoichi from the Hidden Waterfall Village. Iruka mangaes to find him, but when the situation grows worse, Kakashi appears to save them both.","25","/ssHJtHoARbrtFPg4xl2Jy91EADa.jpg","Iruka's Decision"
"31910","761650","43381","9","179","Kakashi has a flashback back when he was assigned to be the sensei of Team 7. In a bid to know his students, Naruto, Sasuke &amp; Sakura, better, Kakashi spies on them and to see how they would all get along as a group. Angered by Sakura's talk about calling Naruto a brat and that he has no family to tell him right or wrong, Sasuke tells Sakura she is annoying. Realizing Sakura's sadness, Naruto goes to battle Sasuke, but gets defeated. It then goes back to the present and Kakashi claims that it is up to him to stop Sasuke.","25","/bApipaJPCXQIGUubRhIACTvzgcb.jpg","Kakashi Hatake, The Jonin in Charge"
"31910","761651","43381","9","180","As the ninja of the Hidden Leaf Village work on repairing their village in the aftermath of Pain's invasion, Naruto and Sakura come across a familiar face among the carpenters: Inari and Tazuna have arrived to help out. Inari recalls what happened after Gato's death and how Naruto and Sasuke came to his rescue.","25","/lUFFqhc11a1GJWbSIDGSbmt59kc.jpg","Inari's Courage Put to the Test"
"31910","761652","43381","9","182","After hearing the news about Akatsuki's attack on the Hidden Leaf Village, Gaara worries about Naruto's well-being. He remembers a time in the past where Team 7 was assigned to help him out with a problem, and how nobody, especially Naruto, was eager to trust him. Yet, when his life was put in danger by people he had wronged, Naruto was the first to come to his rescue.","25","/ruElGoLebZy2DTKKqnMCkULBE2r.jpg","Gaara's Bond"
"31910","761653","43381","9","181","In a flashback of Naruto and Sakura's, Team 7 is on a mission to take an ostrich called Mr. Ostrich to his home. They arrive at a village where they see a swordsman named Tsukado who has a vendetta to carry on a man named Katazu who killed his distant relative Shikazo. Tsukado fails to defeat him so Naruto decides to teach him unusual revenge lessons. Katazu has then took his brother's identity and attracted Shikazo's pursuers while Kageki and his family went into hiding. Tsukado decides not to kill him and ends their years of fighting though Kanabun wants them to keep fighting. The swordsmen, Team 7 and Mr. Ostrich chase the Kanabun Gang out of town.","25","/5RlcKufD2o0rDJk2HFP652ZuDUD.jpg","Naruto's School of Revenge"
"31910","761654","43381","9","183","Sakura reflects upon a time when she was infected with a strange disease by Naruto. In order to find a cure, an order was issued for Naruto to be quarantined at all costs before he could infect anybody else.","25","/o7EVLp3Jn7fOQekGx1N5NY7EgUt.jpg","Naruto: Outbreak"
"31910","761655","43381","9","184","While she and Neji prepare to visit an old man who makes ninja weapons, Tenten remembers the first time she visited him alongside Naruto and Neji. Utilizing a strange new weapon she had never seen before, Tenten fought against two ninja who had stolen two of the man's powerful weapons.","25","/tc8DZn1G4gsDuPIKxKrOKLuyhT3.jpg","Deploy! Team Tenten"
"31910","761656","43381","9","186","Back before Rock Lee had his surgery, Naruto, after donning the suit given to him by Guy, set out on a mission with Sakura and Ino to obtain a special flower which was a necessary ingredient for Lee's medicine. When Naruto picked one of the flowers, however, he had to face a strange technique that had taken on the form of Gaara.","25","/u5vGLLcnvHZOOM8IoEPuJT5p7Mt.jpg","Ah, the Medicine of Youth"
"31910","761657","43381","9","185","An ostrich tells a story of when Naruto, Rock Lee, and Shino, all led by Kotetsu, entered the Leaf Village's animal district in an effort to find and subdue him. However, he and the other animals proved that they weren't willing to go down without a fight.","25","/mZWqqQVCZfK6RNuGxjbVBeVvYjH.jpg","Animal District"
"31910","761658","43381","9","187","During the two-and-a-half-year time period in which Naruto was training under Jiraiya, the latter decided that it was time for Naruto to learn how to repel genjutsu. During this training session, the two traveled to a village which Jiraiya had previously been associated with, but they discovered that something dark was amidst.","25","/zbOlAN0TdIsGZwZoYfir333VNHD.jpg","Gutsy Master and Student: The Training"
"31910","761659","43381","9","188","After having discovered that the village was under the control of rebels from the Hidden Rain Village, led by Hanzo, Naruto and Jiraiya decided to take action to help save the women and children taken hostage and free the village from the Rain's tyrannical control.","25","/tWfDVXbfvXk0JQnDCSh4cLExH1H.jpg","Record of the Ninja Gutsy Master and Student"
"31910","761660","43381","9","189","In the past, Naruto and Sakura joined Sasuke on a mission to collect the paw print of Nekomata, a large and powerful two-tailed ninja cat that ruled over all of the ninja cats.","25","/qlBD3X7EngeJOVE9dWcMvu6jZSe.jpg","Sasuke's Paw Encyclopedia"
"31910","761661","43381","9","191","A female spy, Hanare, from the Hidden Lock Village (Land of Key) is caught by ANBU pretending to be a musician. She is interrogated. However, the interrogation proves unsuccessful. Slowly, her past is revealed and so is her relationship with Kakashi. Team 7 spy on the two as they go around town, under the impression that the two are dating. After The Lock Village keeps a Leaf Village ninja hostage, they exchange Hanare for the ninja. It is then revealed that Hanare has a special ability, causing a large chase to occur. In the end, Kakashi lets Hanare free. The musician seen at the beginning entertaining Konoha ninja reminds Kakashi of Hanare which prompts the flashback.","25","/5G4rnpNZdDgJKhZfBMzulu5Rq5N.jpg","Kakashi Love Song"
"31910","761662","43381","9","190","Naruto, two jonin and an elder known as ""the Eternal Genin"" set off to a mission to patrol the border of the Land of Fire following Orochimaru's attack. After some days with no incidents, a group of enemy ninjas cross the borders. The Eternal Genin proves to be a brave ninja and remembering the lessons he learned with the 2nd and 3rd hokages, sees the similarities between Naruto and his father.","25","/tfKkfq3lgLZxsCv8SrbwwlSlWGu.jpg","Naruto and the Old Soldier"
"31910","761663","43381","9","193","Naruto thinks back to the time when he encountered the soul of a man named Kisuke. Kisuke didn't recall anything about who he was, but a visit to the Leaf Village's hospital revealed something startling. Meanwhile, higher-ups of the Fire Country met to decide on a new security system for the Leaf Village put together by a ninja named Sabiru. Who exactly were Kisuke and Sabiru, and what connection did the two have?","25","/xkfbOQifbExZPMRdVu1IkDeGy5K.jpg","The Man Who Died Twice"
"31910","761664","43381","9","192","Konohamaru's team asks Neji to talk about Naruto's heroism. Instead, Neji tells them about an incident during the Chunin exams three years prior. While Orochimaru attacked Konoha, two rogue ninja take advantage of the commotion and kidnap Hinata. Neji, Tenten, Kiba, and Akamaru rush out to save her. They're in trouble until Hiashi shows up and saves them, telling Neji that he's the beloved memory of Hiashi's younger brother. Neji realizes Naruto's speech about destiny was right; he isn't just a slave to the clan name. Konohamaru's team complains that Naruto wasn't in the story at all, and Neji cryptically answers that Naruto was the most important part.","25","/y47cuXkBEdhmGnZQMZA0uYNyvya.jpg","Neji Chronicles"
"31910","761665","43381","9","194","Naruto thinks back to the time when Team 7 was on a mission to capture a group of thieves who stole a golden statue. When making a move on the thieves, Naruto and Sasuke had managed to take back the statue but were separated from Sakura, who was captured. On top of that, the thieves' leader had used a special thread-like technique to bind one of Naruto's hands to one of Sasuke's. Literally stuck to each other, would Naruto and Sasuke be able to work together to save Sakura and keep the golden statue safe at the same time?","25","/oEzLPaKvKhxsVVK3sfxdPwEuWTQ.jpg","The Worst Three-Legged Race"
"31910","761666","43381","9","195","Shikamaru remembers the time when Teams 7 and 10 joined together to flush out a band of bandits who were terrorizing a nearby village and had kidnapped the headman's granddaughter. With no assistance available from Kakashi or Asuma, Shikamaru was forced to lead the team of genin to the bandits' fort and come up with a plan to rescue the headman's granddaughter.","25","/xHbJW7Kbg8C5TF8Ke6TL8goLFPe.jpg","Team 10's Teamwork"
"31910","761667","43381","9","196","Sasuke has a flashback while traveling to Konoha with his team, Taka. He once saved a girl named Naho not knowing that she's a relative of the Feudal Lord. Meanwhile, Naruto and Sakura are sent on a mission to accompany Naho and act as her bodyguards while Kakashi and Sasuke are sent to discover the reason why internationally wanted bandits have entered their border. Kakashi and Sasuke later find out that the bandits intend to abduct Naho. Naruto and Sakura are defeated by the bandits and are taken hostage. Sasuke finds them first and proceeds to defeat the leader and mercilessly punches him because of his jealousy for Naruto's growing power. A cut to the present reveals Naruto contemplating on his promise to have Sasuke return to the village.","25","/yNzm9KtOMiYMKyeStzmDpG4wF66.jpg","Drive Towards Darkness"
"31910","761668","43382","10","197","Naruto and Sakura learn that Danzo has been made Hokage and that his first order is to eliminate Sasuke. The two go to Sai and inquire about Danzo, but Sai reveals that a curse mark given to all members of the Foundation prevent him from revealing anything about the new Hokage. Soon afterward, Karui and Darui attack them, demanding information about Sasuke.","25","/pwvA39RanKWk0NyiRZFraUYgKzH.jpg","The Sixth Hokage Danzo"
"31910","761669","43382","10","198","Karui decides to get information about Sasuke from Naruto by any means necessary. When Naruto refuses to sell Sasuke out, Karui takes out her frustration upon the former. Meanwhile, Danzo prepares for the Kage Summit, and determines to keep Naruto confined to the Leaf Village.","25","/gVMCEToEShzeX1uvWSAMeJjhuJY.jpg","Five Kage Summit's Eve"
"31910","761670","43382","10","199","The time has come for each Kage to leave for the Kage Summit in the Land of Iron. On his way to the meeting, Danzo gets attacked by shinobi from the Wood Country who want to take his head. Meanwhile, Naruto, with Kakashi and Yamato by his side, heads off to find the Raikage to convince him to spare Sasuke.","25","/upMuTdqBfrHzqTkScZBw3Td8B0U.jpg","Enter the Five Kage!"
"31910","761671","43382","10","200","Naruto stands before the Raikage and begs him to forgive Sasuke. Will the Raikage listen to what he has to say? Later, the Five Kage Summit gets underway. Mifune suggests that the Five Great Nations should form the first alliance of its kind; but also nominates Danzo to be the leader. How will the other Kages react to the latter proposal?","25","/oj3Q6NlkpjzGDwaFgM7CiUyKsvl.jpg","Naruto's Plea"
"31910","761672","43382","10","201","As chaos breaks out at the Five Kage Summit regarding Mifune's proposal to make Danzo leader of the alliance, Ao discovers something unsettling about the new Hokage. Meanwhile, Shikamaru goes to Sakura and asks permission to take decisive action against Sasuke. How will Sakura react, and what is Danzo's secret?","25","/9XgGPw2OYIFYVgIqneoSEkXGZ0c.jpg","Painful Decision"
"31910","761673","43382","10","202","Without any warning, Zetsu bursts through the floor in the middle of the Five Kage Summit and announces that Sasuke is somewhere in the vicinity. The Summit is immediately put on hold, and the Kages and samurai begin searching for him. Meanwhile, Naruto receives an unexpected visit from Madara, who says that he needs to talk to him. How will Sasuke respond to being discovered, and what are Madara's intentions?","25","/4560DTkqMu5xX5Bg9x3rWnGpdXn.jpg","Racing Lightning"
"31910","761674","43382","10","203","With Team Hawk exposed, Sasuke begins to ruthlessly take down all opposing samurai. Raikage, along with Darui and Shii, track down Sasuke. The two sides engage in battle, and Suigetsu and Juugo join the fray. Which side will win this battle of overwhelming power?","25","/6WstPGyyh32urHnYNH1wo61dRBA.jpg","Sasuke's Ninja Way"
"31910","761675","43382","10","205","The four Kage are startled by the sudden appearance of Madara Uchiha. Having sent Sasuke away to safety using the Transportation Technique, Madara unveils to the Kage his “Project Tsuki no Me.”","25","/HXe7sMV7ynNqyv5IDArAczkx9z.jpg","Declaration of War"
"31910","761676","43382","10","204","Sasuke uses Susano'o to slip past Gaara and the Raikage and heads towards Danzo. Just as the latter is within Sasuke's grasp, however, the Mizukage stands in his way.","25","/v4xUsTEe54ZbCs0vOYG11T238qR.jpg","Power of the Five Kage"
"31910","761677","43382","10","206","Sakura, not wanting to cause Naruto any more pain, tells him that he can let go of his promise about bringing Sasuke back, and claims that she doesn't feel anything more for Sasuke. To top it off, Sakura confesses her feelings for Naruto, taking everyone by surprise. How will Naruto respond? Meanwhile, Kisame tracks down Killer Bee and the battle for the Eight-Tails begins.","25","/eCIBF5jWrK8MUuNHEgPOEMIOj6R.jpg","Sakura's Feelings"
"31910","761678","43382","10","207","As Killer Bee's battle with Kisame rages on, the latter reveals a hidden trump card ability connected with Samehada. Meanwhile, Ao chases down Danzo, Fuu, and Torune, but they anticipate this and set a trap for him. Can Killer Bee and Ao make it through their individual clashes in one piece?","25","/pmenp5p5KemqhSnrUt2c7YaLQGh.jpg","The Tailed Beast vs. The Tailless Tailed Beast"
"31910","761679","43382","10","208","One of Sai's clones tells Naruto the truth surrounding Sasuke, something that Sakura couldn't bring herself to do. Before Naruto can even comprehend what Sai just said, they are interrupted by Gaara. What additional bad news concerning Sasuke does Gaara bring for Naruto?","25","/tcdb8GDlW7UQRzOKyTHJhnWFIx4.jpg","As One's Friend"
"31910","761680","43382","10","209","Madara brings Sasuke out of his dimension to battle Danzo. When Sasuke demands answers concerning Itachi, things turn ugly, and Danzo reveals a few tricks he has up his sleeves (literally). What is Danzo's true strength, and can Sasuke summon enough power to suppress it?","25","/h5h16LBGMaJQmpeu2pqPCMWnsjn.jpg","Danzo's Right Arm"
"31910","761681","43382","10","210","Danzo brings forth a forbidden genjutsu known as Izanagi, which has the astounding power to turn dreams into reality and vice versa. Izanagi's great power comes with a time limit, but Sasuke's strength is rapidly dwindling as well. Can Sasuke resist long enough, or will Danzo completely overpower him?","25","/yxWJmpGnNeUkKOZYNYF3dla3Anz.jpg","The Forbidden Visual Jutsu"
"31910","761682","43382","10","211","As the fight between Sasuke and Danzo comes to a close, the latter will do whatever it takes to finish off the former. Meanwhile, Sakura and her team close in on Sasuke.","25","/dekrX8Qo7IPhAwpkq6AsyqzCVvD.jpg","Danzo Shimura"
"31910","761683","43382","10","212","Sakura ditches her team and goes alone to Sasuke's location. Meanwhile, Madara advises Sasuke to finish off Karin, but at the last second Sakura intervenes. After so long, what interaction will take place between Sasuke and Sakura?","25","/7jG4eX6r1oeS1QPweXT5k7R5dUU.jpg","Sakura's Resolve"
"31910","761684","43382","10","213","As he is resting, Naruto starts dreaming his past experiences with Sasuke that made the two friends closer. When he tries to follow Kakashi, who is in pursuit of Sakura, he is stopped by Yamato, saying that he has orders from Kakashi to return Naruto to Konoha. Naruto devises a plan to sneak out and leaving a shadow clone to fool Yamato. He goes into Sage Mode to locate Kakashi. He then starts remembering the experiences that brought Sasuke pain in his life. Naruto decides what he can do for Sasuke if they come face to face.","25","/4RNImttMwLF9HvHOPTarcbx6S4L.jpg","Lost Bonds"
"31910","761685","43382","10","214","Kakashi rescues Sakura from certain death at Sasuke's hands and takes over the fight. After healing Karin, Sakura again decides to take on Sasuke, but her resolve fails her. Just as she comes close to death a second time, Naruto intervenes and saves her. After so long, the original Team 7 is reunited.","25","/3IdEHiCzZsOwmxa5JIfjiVcvnZ8.jpg","The Burden"
"31910","761686","43382","10","215","Naruto reproaches Sasuke for attempting to kill Sakura. Then Sasuke reveals that he killed Danzo with his own hands. He goes on to declare his intent to purify the Uchiha clan’s name by annihilating the Hidden Leaf.","25","/tvxAfxx9uUAplUw4mmI7fSJxkzV.jpg","Two Fates"
"31910","761687","43382","10","216","As Naruto and Sasuke clash, their Rasengan and Chidori explode, sending them both flying. When Zetsu and Madara appear to aid Sasuke, they decide to retreat to the Akastuki headquarters. Before they leave, however, Naruto has one last thing to say to Sasuke; something that will have an impact on both of their lives.","25","/RaHo2uLlQhg0wFxqU4NiCFqAaw.jpg","High-Level Shinobi"
"31910","761688","43382","10","217","Naruto returns to the Leaf Village, and his teammates demand to know why he didn't finish Sasuke off when the latter was in such a weak state. Naruto tells them that when the time is right, he will deal with Sasuke personally. Meanwhile, a supposedly deceased member of Akastuki has infiltrated the Hidden Cloud Village.","25","/eHTkbNb3G6ITS5MaqRw0rF8Lkfs.jpg","The Infiltrator"
"31910","761689","43382","10","218","The formation of the Allied Shinobi Forces is ratified by the Feudal Lords of the Five Great Nations. Each Kage returns to their village to prepare for the coming war.","25","/hdlbofXkzYigOrIN6sUOTkcPS58.jpg","The Five Great Nations Mobilize"
"31910","761692","43383","11","222","Tsunade talks to a council and informs about the Fourth Shinobi World War and warns others not to underestimate Akatsuki. Whereas in Land of Lightning a council is held about war, as Kisame spies on them. B paying no attention was bought in writing raps in his rhyme book. Later, Shizune informs Tsunade about Naruto's disappearance for which she ordered some shinobi to search for him. Naruto returns to Ramen Ichiraku. Two Konoha shinobi ask for his autograph, but he doesn't know how to respond. Three days later the Kage meet again to discuss how they should start pooling their resources. As the first matter of business, Naruto and Killer B are to be given constant protection. Tsunade objects since they would both be invaluable in the war with Akatsuki, but is forced to agree. Tsunade meets with A alone and asks him for a favour to let B teach Naruto how to control Nine-Tails. A says that the place where he is sending B and Naruto isn't just a hideout but a training ground. Tsunade returns to the village and informs Naruto that he's going on an S-rank misson to an island located in the Land of Lightning.","25","/Ej4Ej5Y60mQTuBm2R5BYNmycuC.jpg","The Five Kage's Decision"
"31910","761694","43383","11","223","Tsunade sends out Naruto under the guise of a top-secret mission to keep him hidden away from the Akatsuki. Unfortunately, Naruto, Yamato, Gai, and Aoba are stuck at the pier due to a report of a monster attacking ships.","25","/2ogU6uxZardUqnK1ERQzSixIOkz.jpg","The Young Man and the Sea"
"31910","761695","43383","11","224","During their voyage, Naruto, Yamato, Gai, and Aoba stop at an island to recover from severe seasickness. There, they unexpectedly meet up with Sakura, Ino, and Choji, who are on an assignment to gather medical herbs for Tsunade.","25","/s4ns8U0MBUt1WmkJlPX4sSxZjiq.jpg","The Ninja of Benisu"
"31910","761696","43383","11","225","As they continue their voyage towards the Land of Lightning, Naruto, Aoba, Guy and Yamato sail through a thick fog. To pass the time, Yamato tells Aoba and Naruto some ghost stories (much to Naruto's dislike).","25","/x1fwh9H6nHNTyIuaZKSSyJGrzh.jpg","The Cursed Ghost Ship"
